fix_priority,fix_category,name,prefecture,landmark,lat,lng,reliability,reason
2,②地形系（島）,第9紫武(フエイビカイ),福岡県,地島の龍神様の祠(ほこら)海岸,33.9015719,130.4999942,check,landmark:島
2,②地形系（沼）,第3緑麟(ルイヒケ),福島県,五色沼湖沼群(瑠璃沼),37.6508749,140.0732012,check,landmark:沼
2,②地形系（滝壺）,第3黄鳳(テーコヒーリ),福島県,滝川渓谷のおぼろ滝の滝壺,36.8179186,140.4680965,check,landmark:滝壺
2,②地形系（源流）,第4白武(ブエアオイ・ゲア),福島県,大津岐川(小ヨッピ沢)の源流点湿地,37.04571807,139.289858,check,landmark:源流
2,②地形系（滝壺）,第6紫鳳(ホエボニオル),福島県,摺上川渓谷の滑滝(なめたき)の滝壺,37.8934263,140.4342222,check,landmark:滝壺
2,②地形系（沼）,第6緑鳳(ヌーオイイ),福島県,尾瀬沼(1660m),36.9272362,139.3018896,check,landmark:沼
2,②地形系（滝壺）,第6銀龍(ヌオ・ユオベ),福島県,三条の滝(100m)の滝壺,36.965533,139.250086,check,landmark:滝壺
2,②地形系（峰）,第7橙麟(ルアゲイル),福島県,安達太良連峰北端の鬼面山(1482m),37.6211223,140.2878615,check,landmark:峰
2,②地形系（岩場）,第7青鳳(フ・へへル),福島県,塩屋埼灯台の海岸岩場,36.9950265,140.9814762,check,landmark:岩場
2,②地形系（湖）,第8白銀武(ヨビエオーレ),福島県,猪苗代湖(西湖岸)田面浜付近,37.52361,140.0470022,check,landmark:湖
2,②地形系（沼）,第9金龍(ハアー・ゲ),福島県,毘沙門沼(裏磐梯の湖沼の一つ),37.6522203,140.0878089,check,landmark:沼
2,②地形系（岩場）,第6青麟(ババ・ニエヒーオ),秋田県,入道崎の突端の岩場,40.0058216,139.7012077,check,landmark:岩場
2,②地形系（源流）,第1白鳳(チヘニアオス),群馬県,尾瀬ヶ原下田代の竜宮湧水場(只見川源流点),36.4895279,138.3996064,check,landmark:源流
2,②地形系（池）,第1金麟(ネギオズキイ),群馬県,草津白根山(2150m)の鏡池,36.62,138.535,check,landmark:池
2,②地形系（山頂）,第3銀麟(クウレグアギ),群馬県,妙義山(1103m)相馬岳山頂,36.2986013,138.7488767,check,landmark:山頂
2,②地形系（湖底）,第7白武(ブオオガグイ),群馬県,榛名湖の南岸から200m先の湖底,36.4763945,138.8674138,check,landmark:湖底
2,②地形系（山頂）,第9群青麟(ケイゴエオル),群馬県,武尊山(2158m)の山頂,36.8053471,139.132674,check,landmark:山頂
2,②地形系（滝）,第9黄武(レオガイービ),群馬県,吾妻渓谷の白絹の滝付近(若葉台),36.5623182,138.7212628,check,landmark:滝
2,②地形系（山頂）,第4白龍(セヌソサルン),茨城県,(奥久慈)男体山の山頂岩峰(654m),36.724091,140.4195693,check,landmark:山頂
2,②地形系（滝壺）,第7黄龍(フカエエール),茨城県,竜神峡の亀ヶ淵の滝壺,36.6940891,140.4489603,check,landmark:滝壺
2,②地形系（岬）,第2青武(ヌネイカル),長崎県,野母岬の突端岩場(日本国の最西南端),32.580646,129.747222,check,landmark:岬
2,②地形系（岳）,第3橙麟(レーゲイオナ),長崎県,雲仙普賢岳(1483m),32.7804514,130.2672342,check,landmark:岳
2,②地形系（鍾乳洞）,第4金麟(ナゲ・リーリ),長崎県,壱岐島から西方に150kmの海底鍾乳洞(深度600m),33.77,128.09,check,landmark:鍾乳洞
2,②地形系（沖合）,第4金龍(グエニオン),長崎県,対馬北西部の海岸線から北西に40km沖合の海底岩峰,34.91,128.94,check,landmark:沖合
2,②地形系（山頂）,第1白銀麟(ワウルサンカ),長野県,八ヶ岳(赤岳: 2899m)の山頂(石碑周辺),35.970833,138.37,check,landmark:山頂
2,②地形系（源流）,第1白麟(ゾコケウエオ),長野県,大正池(梓川の源流点),36.228983,137.618765,check,landmark:源流
2,②地形系（沼）,第1緑鳳(ユエハエギン),長野県,松原湖沼群の中の猪名(いな)湖,35.8274657,137.9540692,check,landmark:沼
2,②地形系（岳）,第2橙龍(ネーレヒエル),長野県,南アルプスの塩見岳(3047m),35.5738331,138.1831969,check,landmark:岳
2,②地形系（山頂）,第3白麟(ウマバワウル),長野県,乗鞍岳山頂(3025m),36.7834863,137.8040938,check,landmark:山頂
2,②地形系（山頂）,第3金鳳(ヘーオギオ),長野県,志賀高原焼額山(2009m)山頂の稚児池,36.7621607,138.5100071,check,landmark:山頂
2,②地形系（山頂）,第5群青武(ハイルルニイ),長野県,飯綱山(1917m)の山頂,36.7393153,138.1331632,check,landmark:山頂
2,②地形系（滝壺）,第6金麟(リエルゲゲゾ),長野県,奥志賀高原大滝(おおぜん: 35m)の滝壺,36.7659475,138.514592,check,landmark:滝壺
2,②地形系（島）,第7白龍(ユボキ・エネ),長野県,霧ヶ峰八島ヶ原(ハットオガハラ)湿原,36.1189434,138.16735,check,landmark:島
2,②地形系（湖）,第8群青武( ヘーガヌルエ),長野県,諏訪大社(諏訪湖龍神の宿場),35.9982782,138.1191482,check,landmark:湖
2,②地形系（滝壺）,第8群青龍(フイイハエイ),長野県,古谷渓谷の乙女の滝の滝壺,36.0361051,138.2708675,check,landmark:滝壺
2,②地形系（湖）,第9緑龍(ヘオキバ),長野県,野尻湖の南湖畔,36.8231179,138.2228409,check,landmark:湖
2,②地形系（山頂）,第9銀麟(ゲイケネール),長野県,槍ヶ岳(3180m)山頂,36.3420332,137.6476213,check,landmark:山頂
2,②地形系（湖）,第1緑麟(リーヌプオン),青森県,十二湖の中の青池(マリンブルー),40.5636816,139.9796982,check,landmark:湖
2,②地形系（湖底）,第2群青龍(ハイコカエゲ),青森県,中山半島の錦ヶ浦から200m沖合の湖底,40.4420853,140.8790973,check,landmark:湖底
2,②地形系（岬）,第3青武(ツイキケオリ),青森県,小泊岬(権現岬)の突端の岩場,41.1243277,140.2479192,check,landmark:岬
2,②地形系（海岸）,第5白銀武(ビメルニズワ),青森県,尻屋埼(灯台)海岸突端部,41.3960569,141.4417712,check,landmark:海岸
2,②地形系（崎）,第5銀鳳(ケウレコーケ),青森県,龍飛崎の先端岩石,41.2596923,140.3423438,check,landmark:崎
2,②地形系（岳）,第8橙鳳(ネクルエール),青森県,白神岳(1235m),40.5036398,140.0187685,check,landmark:岳
2,②地形系（滝壺）,第2群青鳳(ナイクアキエ),静岡県,白倉(しらくら)峡(エメラルド・グリーンの滝壺),34.9122585,139.1221374,check,landmark:滝壺
2,②地形系（島）,第3群青武(ヘルオルエナ),静岡県,影ヶ島渓谷の屏風岩,35.1963083,138.8989589,check,landmark:島
2,②地形系（崎）,第4白銀武(ビアケ・リブ),静岡県,石廊崎の突端部,34.6153388,138.8422555,check,landmark:崎
2,②地形系（滝壺）,第7白銀龍(クエギヤオル),静岡県,初景滝(七滝)の滝壺,34.7980677,138.9323623,check,landmark:滝壺
2,②地形系（山頂）,第7金龍(ヌキグ・ガゴ),静岡県,南アルプス聖岳(3013m)の山頂:【ヤエゲリア龍神】,34.9808771,138.3859254,check,landmark:山頂
2,②地形系（滝壺）,第8黄鳳(テイグリーヌ),静岡県,白糸の滝の滝壺,35.3129046,138.5874375,check,landmark:滝壺
2,②地形系（峡）,第9緑麟(リエエオオン),静岡県,接岨湖(せっそこ)の峡谷口,35.164345,138.1677065,check,landmark:峡
2,②地形系（島）,第3金麟(ケイキブルオ),香川県,小豆島の寒霞(かんか)渓谷の錦屏風,34.5106287,134.296065,check,landmark:島
2,②地形系（岬）,第3青鳳(ユルヒアヌフ),香川県,竹居岬の突端の岩場(四国最北端),34.3979985,134.1415573,check,landmark:岬
2,②地形系（池）,第9白龍(コムニレギ・ピネ),香川県,五色台の法印池,34.3561673,133.9311793,check,landmark:池
2,②地形系（鍾乳洞）,第1白龍(ヘランターニ),高知県,四万十川源流点の鍾乳洞,33.4407575,133.0687738,check,landmark:鍾乳洞
2,②地形系（滝壺）,第3緑龍(ホケイチ),高知県,にこ淵の滝壺(仁淀ブルーの一つ),33.7050909,133.3411744,check,landmark:滝壺
2,②地形系（滝壺）,第3群青麟(フエアイ),高知県,中津渓谷の石柱(エメラルド滝壺),33.5609852,133.1296943,check,landmark:滝壺
2,②地形系（滝壺）,第4緑鳳(ヨオオリエル),高知県,大樽の滝(落差34m)の滝壺,33.5175116,133.2439522,check,landmark:滝壺
2,②地形系（岬）,第6青龍(ヒアキヨ),高知県,室戸岬の突端の岩場,33.2776617,134.1672804,check,landmark:岬
2,②地形系（滝）,第6黄武(ロエレアイ),高知県,白猪谷(しらいだに)渓谷の滝の上流部,33.7746112,133.2049468,check,landmark:滝
2,②地形系（山頂）,第9緑武(クイギケール),高知県,三嶺(みうね)山(1894m)山頂の池,33.5296836,133.591924,check,landmark:山頂
2,②地形系（岬）,第9金武(ユエオブルン),高知県,古満目岬の突端海岸部(道無し),32.7872078,132.6843878,check,landmark:岬
2,②地形系（山頂）,第5群青麟(エイエア),鳥取県,道後山(1269m)の山頂沼,35.0696264,133.2328851,check,landmark:山頂
2,②地形系（山頂）,第7白銀武(ヘオケ・ヘウ),鳥取県,大山(1729m)第2峰の弥山(1709m)山頂,35.3709889,133.5399803,check,landmark:山頂
2,②地形系（峡）,第1白銀武(バカギナグキ),鹿児島県,白谷雲水峡(渓谷中央部付近),30.386422,130.5735462,check,landmark:峡
2,②地形系（島）,第2青麟(クエール),鹿児島県,雀島の西側の島(西海岸の岩場),31.1715596,129.418043,check,landmark:島
2,②地形系（島）,第3白銀麟(リオルイオゲ),鹿児島県,種子島の島間川の渓谷(中之上地域),30.4232976,130.9031301,check,landmark:島
2,②地形系（島）,第5紫武(ビエグルクオ),鹿児島県,鹿児島神宮の川(竜宮の亀石の近く),31.5968539,130.5571392,check,landmark:島
2,②地形系（島）,第6銀武(ゲグキナオブ),鹿児島県,奄美大島アランガチの滝,28.270538,129.3234953,check,landmark:島
2,②地形系（池）,第7緑鳳(ヨエルオオン),鹿児島県,藺牟田(いむた)池,31.8186703,130.4821815,check,landmark:池
2,②地形系（岳）,第8橙龍(ヌキヒレ),鹿児島県,黒味岳(1831m),30.3171989,130.5091489,check,landmark:岳
2,②地形系（岬）,第8群青麟(ガエ・ビエゴ),鹿児島県,佐多岬の先端岩場,30.995221,130.662827,check,landmark:岬
